média notícias positivas,preço médio ações (anterior),preço médio ações (atual),data e hora atual
0.30673076923076925,0.47190611374430347,0.4136924558335764,2019-05-17 18:05
0.35673076923076924,0.4136924558335764,0.37794888742356036,2019-05-17 19:07
0.6392809804574511,0.37794888742356036,0.2859109389129806,2019-05-20 13:00
0.6304897716662422,0.2859109389129806,0.32513464610545384,2019-05-20 14:02
0.581139122315593,0.32513464610545384,0.32453564187038353,2019-05-20 15:04
0.6068701164676397,0.32453564187038353,0.32086147120975284,2019-05-20 16:05
0.6074048758259285,0.32086147120975284,0.32214318862616764,2019-05-20 17:07
0.5777129990752281,0.32214318862616764,0.2779272360742766,2019-05-20 18:08
0.5928390494953962,0.2779272360742766,0.30219812944625346,2019-05-20 19:00
0.5483542319749216,0.30219812944625346,0.40990428480998276,2019-05-21 13:07
0.5150208986415883,0.40990428480998276,0.4299633443528599,2019-05-21 14:09
0.48446534308603273,0.4299633443528599,0.40976875062388274,2019-05-21 15:00
0.48628352490421456,0.40976875062388274,0.42106600840903496,2019-05-21 16:02
0.5722875816993465,0.42106600840903496,0.44087852842401887,2019-05-21 17:03
0.5889542483660132,0.44087852842401887,0.45081923117502853,2019-05-21 18:05
0.6222875816993465,0.45081923117502853,0.4588102888758563,2019-05-21 19:06
